NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
GAA19CA562,AccidentReport,2019-09-20,Kotzebue,Alaska,United States,66.884719,-162.598052,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Other work use,Other,Takeoff,
GAA19CA569,AccidentReport,2019-09-20,Fort Wayne,Indiana,United States,41.143333,-85.152778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
ANC19LA054,AccidentReport,2019-09-22,Beluga,Alaska,United States,69.219818,-146.790786,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Lift,Initial Climb,
CEN19FA332,AccidentReport,2019-09-23,Prairie Grove,Arkansas,United States,35.787498,-94.355003,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Enroute,
ERA19TA277,AccidentReport,2019-09-23,Lakeland,Florida,United States,27.931388,-82.043334,0,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19CA560,AccidentReport,2019-09-23,Rose Hill,Kansas,United States,37.564723,-97.17472,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA564,AccidentReport,2019-09-23,Skwentna,Alaska,United States,61.769165,-151.584442,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA567,AccidentReport,2019-09-23,Kershaw,South Carolina,United States,34.496112,-80.531944,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA19CA572,AccidentReport,2019-09-23,Boulder,Colorado,United States,40.039443,-105.226112,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA580,AccidentReport,2019-09-23,Plant City,Florida,United States,28.000278,-82.16333,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
WPR19LA265,AccidentReport,2019-09-23,Gresham,Oregon,United States,45.480087,-122.509109,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Enroute,
ERA19LA280,AccidentReport,2019-09-24,Manville,New Jersey,United States,40.528888,-74.589996,0,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Approach,
ERA19LA282,AccidentReport,2019-09-24,St. Augustine,Florida,United States,29.959167,-81.339721,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Takeoff,
GAA19CA591,AccidentReport,2019-09-24,ELIZABETHTOWN,North Carolina,United States,34.601112,-78.578887,,1,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
ANC19TA055,AccidentReport,2019-09-25,Tyonek,Alaska,United States,60.978889,-151.89222,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Lift,Initial Climb,
CEN19TA333,AccidentReport,2019-09-25,Bolivar,Missouri,United States,37.596111,-93.348052,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Approach,
GAA19CA570,AccidentReport,2019-09-25,Lexington,Nebraska,United States,40.786388,-99.778335,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Approach,
GAA19CA571,AccidentReport,2019-09-25,Lafayette,Indiana,United States,40.412223,-86.936943,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA587,AccidentReport,2019-09-25,Lubbock,Texas,United States,33.663612,-101.820556,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA19CA590,AccidentReport,2019-09-25,St. Augustine,Florida,United States,29.959167,-81.339721,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA575,AccidentReport,2019-09-26,Lander,Wyoming,United States,42.815277,-108.728614,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
WPR19FA266,AccidentReport,2019-09-26,Cowles,New Mexico,United States,35.90972,-105.5644,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Enroute,
CEN19LA334,AccidentReport,2019-09-27,Columbus,Mississippi,United States,33.443332,-88.508888,,1,Serious,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Other,Maneuvering,
GAA19CA576,AccidentReport,2019-09-27,Pollock,Louisiana,United States,31.479444,-92.461112,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA582,AccidentReport,2019-09-27,Mesa,Arizona,United States,33.460834,-111.728332,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Runway Excursion,Landing,
GAA19CA586,AccidentReport,2019-09-27,Williams,California,United States,39.094722,-122.097778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Taxi,
WPR19LA267,AccidentReport,2019-09-27,Modesto,California,United States,37.625831,-120.954444,,,None,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA285,AccidentReport,2019-09-28,Bloomsburg,Pennsylvania,United States,40.992221,-76.46833,0,1,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Aerial observation,Loss of Control In-Flight,Landing,
ERA19LA287,AccidentReport,2019-09-28,Sanford,Maine,United States,43.39389,-70.708053,,1,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Taxi,
GAA19CA577,AccidentReport,2019-09-28,Morrisville,Vermont,United States,44.534442,-72.613891,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
ERA19FA283,AccidentReport,2019-09-29,Deland,Florida,United States,29.024444,-81.344169,3,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
ERA20LA052,AccidentReport,2019-10-01,Grove City,Pennsylvania,United States,41.14611,-80.168052,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Runway Excursion,Landing,
GAA20CA001,AccidentReport,2019-10-01,Longs,South Carolina,United States,33.929721,-78.735557,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA20MA001,AccidentReport,2019-10-02,Windsor Locks,Connecticut,United States,41.931667,-72.692222,7,5,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Other work use,Undershoot/Overshoot,Landing,
GAA20CA002,AccidentReport,2019-10-02,Carlsbad,California,United States,33.128334,-117.279998,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
CEN20FA001,AccidentReport,2019-10-03,Lansing,Michigan,United States,42.780277,-84.606109,5,1,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Approach,
ERA20LA004,AccidentReport,2019-10-03,Fort Meade,Florida,United States,27.702222,-81.76889,,,None,1,Substantial,Helicopter,Public aircraft,,,,Public aircraft - local,Loss of Control on Ground,Maneuvering,
ERA20TA005,AccidentReport,2019-10-03,Fort Meade,Florida,United States,27.701665,-81.786109,,,None,1,Substantial,Gyroplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Enroute,
ERA20FA002,AccidentReport,2019-10-04,Asheboro,North Carolina,United States,35.615276,-79.882225,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
ERA20LA011,AccidentReport,2019-10-04,Harrisburg,Pennsylvania,United States,40.176109,-76.726943,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA20CA003,AccidentReport,2019-10-04,Lake Elsinore,California,United States,33.630001,-117.301666,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Taxi,
GAA20CA006,AccidentReport,2019-10-04,Kaplan,Louisiana,United States,29.937221,-92.319725,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN20FA002,AccidentReport,2019-10-05,Kokomo,Indiana,United States,40.474998,-86.063331,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Maneuvering,
CEN20LA005,AccidentReport,2019-10-05,Garden Ridge,Texas,United States,29.621944,-98.277221,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA20FA003,AccidentReport,2019-10-05,Pembroke Pines,Florida,United States,25.999444,-80.46833,0,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Maneuvering,
GAA20CA004,AccidentReport,2019-10-05,Triangle,Idaho,United States,42.750278,-116.67472,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA005,AccidentReport,2019-10-05,Dublin,Texas,United States,32.068332,-98.325279,,,None,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
WPR20LA001,AccidentReport,2019-10-05,Moore,Utah,United States,38.953887,-110.996391,1,,Fatal,1,Substantial,Powered parachute,Part 91: General aviation,,,,Personal,Unknown,Takeoff,
CEN20FA003,AccidentReport,2019-10-06,Bixby,Missouri,United States,37.361389,-91.066947,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Enroute,
CEN20LA004,AccidentReport,2019-10-06,Ranger,Texas,United States,32.447498,-98.682777,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
WPR20LA004,AccidentReport,2019-10-06,Marana,Arizona,United States,32.43,-111.389999,,,Minor,1,Substantial,Glider,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Maneuvering,
ERA20LA006,AccidentReport,2019-10-07,Charleston,South Carolina,United States,26.189088,-80.170738,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Executive/Corporate,Abnormal Runway Contact,Landing,
GAA20CA007,AccidentReport,2019-10-07,Kodiak,Alaska,United States,56.93861,-154.182495,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,Loss of Control In-Flight,Landing,
GAA20CA010,AccidentReport,2019-10-07,Fallon,Nevada,United States,39.499168,-118.748886,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA20CA012,AccidentReport,2019-10-07,Rio Rancho,New Mexico,United States,35.241664,-106.767776,,,Minor,1,Destroyed,Balloon,Part 91: General aviation,,,,Air race/show,Abnormal Runway Contact,Landing,
CEN20LA006,AccidentReport,2019-10-08,Waukesha,Wisconsin,United States,43.032775,-88.234725,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
WPR20FA005,AccidentReport,2019-10-08,Camarillo,California,United States,34.213611,-119.09444,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
CEN20FA010,AccidentReport,2019-10-09,Aberdeen,South Dakota,United States,45.561668,-98.460281,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
GAA20CA042,AccidentReport,2019-10-09,Somerville,Tennessee,United States,35.196666,-89.396385,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
GAA20CA008,AccidentReport,2019-10-10,Big Flats,New York,United States,42.117221,-76.918334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Ferry,Collision on Takeoff or Landing,Takeoff,
GAA20CA009,AccidentReport,2019-10-10,Waynesburg,Pennsylvania,United States,39.901111,-80.130554,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA20CA017,AccidentReport,2019-10-10,Dayton,Ohio,United States,39.58889,-84.224723,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Enroute,
GAA20CA018,AccidentReport,2019-10-11,Langley,Washington,United States,48.017501,-122.437774,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Low Altitude Operation,Maneuvering,
GAA20CA019,AccidentReport,2019-10-11,Coeur d'Alene,Idaho,United States,47.769165,-116.818611,,1,Serious,1,Substantial,Weight-shift,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA20CA020,AccidentReport,2019-10-11,Willacoochee,Georgia,United States,31.398889,-83.001388,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA20CA021,AccidentReport,2019-10-11,Cedartown,Georgia,United States,34.018611,-85.146385,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
GAA20CA021,AccidentReport,2019-10-11,Cedartown,Georgia,United States,34.018611,-85.146385,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Skydiving,Ground Collision,Takeoff,
GAA20CA027,AccidentReport,2019-10-11,Gastonia,North Carolina,United States,35.201946,-81.150276,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Takeoff,
ANC20CA006,AccidentReport,2019-10-12,Moose Pass,Alaska,United States,60.516666,-149.5,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Unknown,Collision on Takeoff or Landing,Landing,
CEN20TA007,AccidentReport,2019-10-12,Montgomery,Texas,United States,30.336666,-95.679443,,1,Serious,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
GAA20CA011,AccidentReport,2019-10-12,Henrys Lake,Idaho,United States,44.67361,-111.424446,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA024,AccidentReport,2019-10-12,Greenville,Texas,United States,33.067779,-96.065277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA025,AccidentReport,2019-10-12,Key West,Florida,United States,24.55611,-81.760002,,1,Serious,1,None,Airplane,Part 91: General aviation,,,,Personal,Ground Handling,Standing,
GAA20CA026,AccidentReport,2019-10-12,Lusby,Maryland,United States,38.36111,-76.405281,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
ANC20LA002,AccidentReport,2019-10-13,Palmer,Alaska,United States,61.450279,-148.683334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN20LA016,AccidentReport,2019-10-13,Springtown,Texas,United States,32.986667,-97.61972,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,System/Component Failure - Powerplant,Enroute,
GAA20CA015,AccidentReport,2019-10-13,Goddard,Kansas,United States,37.692501,-97.543609,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
WPR20LA007,AccidentReport,2019-10-13,Susanville,California,United States,40.55611,-120.839164,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Maneuvering,
ERA20FA009,AccidentReport,2019-10-14,Cameron,North Carolina,United States,35.271667,-79.254447,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA013,AccidentReport,2019-10-14,Breckenridge,Texas,United States,32.718887,-98.89167,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA022,AccidentReport,2019-10-14,Douglas,Georgia,United States,31.476667,-82.860557,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,Yes
GAA20CA045,AccidentReport,2019-10-14,Buckeye,Arizona,United States,33.420555,-112.686111,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA014,AccidentReport,2019-10-15,Colorado Springs,Colorado,United States,38.942779,-104.569999,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA20CA023,AccidentReport,2019-10-15,Louisville,Kentucky,United States,38.227779,-85.664718,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA20CA028,AccidentReport,2019-10-15,Lebanon,New Hampshire,United States,43.62611,-72.304168,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA029,AccidentReport,2019-10-15,Flannigan,Nevada,United States,40.130001,-119.910003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN20LA021,AccidentReport,2019-10-16,Unknown,,United States,25.382499,-90.125831,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
GAA20CA030,AccidentReport,2019-10-16,Gerlach,Nevada,United States,40.334999,-119.908058,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
CEN20FA008,AccidentReport,2019-10-17,Green Bay,Wisconsin,United States,44.422762,-87.935946,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
DCA20CA003,AccidentReport,2019-10-17,Tres Pinos,California,United States,36.8125,-121.185836,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Ground Collision,Landing,
ERA20FA012,AccidentReport,2019-10-17,New Salem,North Carolina,United States,35.149166,-80.36222,1,0,Fatal,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Other,Maneuvering,
GAA20CA031,AccidentReport,2019-10-17,Alvin,Texas,United States,29.451389,-95.302497,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA20CA032,AccidentReport,2019-10-17,Monument Valley,Utah,United States,37.016666,-110.200553,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA20CA033,AccidentReport,2019-10-17,Fabens,Texas,United States,31.654722,-106.303337,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA20CA035,AccidentReport,2019-10-17,Overton,Nevada,United States,36.509998,-114.375831,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA20CA046,AccidentReport,2019-10-17,New Braunfels,Texas,United States,29.705833,-98.043334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR20LA009,AccidentReport,2019-10-17,Stockton,California,United States,37.895557,-121.259445,,,Minor,1,Substantial,Airplane,Public aircraft,,,,Instructional,System/Component Failure - Powerplant,Takeoff,
ERA20FA013,AccidentReport,2019-10-18,Tamaqua,Pennsylvania,United States,40.743331,-76.018333,1,,Fatal,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
ERA20LA017,AccidentReport,2019-10-18,Shellman,Georgia,United States,31.642221,-84.587776,0,0,None,1,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Enroute,
ERA20LA018,AccidentReport,2019-10-18,Madisonville,Tennessee,United States,35.550556,-84.374443,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA20CA034,AccidentReport,2019-10-18,King City,California,United States,36.198055,-121.110275,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Abnormal Runway Contact,Landing,
GAA20CA036,AccidentReport,2019-10-18,Marble Canyon,Arizona,United States,36.810832,-111.644447,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA20CA043,AccidentReport,2019-10-18,Knoxville,Tennessee,United States,35.963054,-83.876663,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN20WA011,AccidentReport,2019-10-19,San Salvador,,El Salvador,13.73295,-89.273017,2,2,Fatal,1,Destroyed,Airplane,"Non-U.S., non-commercial",,,,Unknown,Controlled Flight Into Terrain,Enroute,
GAA20CA037,AccidentReport,2019-10-19,Albuquerque,New Mexico,United States,35.084445,-106.650276,,,None,1,Substantial,Balloon,Part 91: General aviation,,,,Business,Collision on Takeoff or Landing,Landing,
GAA20CA039,AccidentReport,2019-10-19,Safford,Arizona,United States,32.693889,-109.690277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Maneuvering,
GAA20CA079,AccidentReport,2019-10-19,Quakertown,Pennsylvania,United States,40.435276,-75.381942,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
CEN20FA009,AccidentReport,2019-10-20,White Plains,Alabama,United States,33.749721,-85.723335,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
ERA20FA014,AccidentReport,2019-10-20,Raleigh,North Carolina,United States,35.854167,-78.757667,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Approach,
GAA20CA038,AccidentReport,2019-10-20,Wedgefield,Florida,United States,28.102777,-80.645278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Bird Strike,Enroute,
WPR20FA008,AccidentReport,2019-10-20,Angel Fire,New Mexico,United States,36.393054,-105.286941,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
GAA20CA041,AccidentReport,2019-10-21,Nantucket,Massachusetts,United States,41.33472,-70.299446,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA044,AccidentReport,2019-10-21,Brooksville,Florida,United States,28.473611,-82.455558,,,None,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,Other,Takeoff,
CEN20LA013,AccidentReport,2019-10-22,Lamesa,Texas,United States,32.735,-101.743331,,1,Serious,1,Minor,Airplane,Part 137: Agricultural,,,,Aerial application,Other,Maneuvering,
WPR20LA012,AccidentReport,2019-10-22,Holden,Utah,United States,39.139167,-112.275001,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN20FA012,AccidentReport,2019-10-23,Hebbronville,Texas,United States,27.372499,-98.633331,2,1,Fatal,1,Destroyed,Helicopter,Part 91: General aviation,,,,Business,Midair,Maneuvering,
CEN20FA012,AccidentReport,2019-10-23,Hebbronville,Texas,United States,27.372499,-98.633331,2,1,Fatal,2,Substantial,Helicopter,Part 91: General aviation,,,,Business,Midair,Maneuvering,
GAA20CA095,AccidentReport,2019-10-23,Marion,Alabama,United States,32.510555,-87.384719,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR20FA013,AccidentReport,2019-10-23,Las Vegas,Nevada,United States,36.146945,-115.381668,2,,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Abrupt Maneuver,Maneuvering,
WPR20LA014,AccidentReport,2019-10-23,Spanaway,Washington,United States,47.070278,-122.371109,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
CEN20LA014,AccidentReport,2019-10-24,Swea City,Iowa,United States,43.384166,-94.320274,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA20FA019,AccidentReport,2019-10-24,Summit Point,West Virginia,United States,39.253055,-77.961112,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Maneuvering,
GAA20CA091,AccidentReport,2019-10-24,Apopka,Florida,United States,28.7075,-81.581947,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
WPR20FAMS1,AccidentReport,2019-10-24,Shelter Cove,California,United States,39.789165,-123.971107,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
WPR20LA017,AccidentReport,2019-10-24,Red Creek,Arizona,United States,34.158332,-111.731666,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA20CA050,AccidentReport,2019-10-25,Opa Locka,Florida,United States,25.913055,-80.282218,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
WPR20FA015,AccidentReport,2019-10-25,American Falls,Idaho,United States,42.777778,-112.894996,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
WPR20FA016,AccidentReport,2019-10-25,Jordan Valley,Oregon,United States,43.394721,-117.046943,1,1,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Unknown,Enroute,
GAA20CA051,AccidentReport,2019-10-26,Tavares,Florida,United States,28.800556,-81.727775,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
CEN20LA015,AccidentReport,2019-10-27,White Bear Township,Minnesota,United States,45.116664,-92.996109,,1,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Takeoff,
ERA20LA023,AccidentReport,2019-10-27,Grand Bay,Alabama,United States,30.568889,-88.37722,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA20CA048,AccidentReport,2019-10-27,Le Roy,New York,United States,42.981388,-77.935279,,,Minor,1,Substantial,Airplane,Public aircraft,,,,Personal,Loss of Control on Ground,Takeoff,
GAA20CA058,AccidentReport,2019-10-27,Enumclaw,Washington,United States,47.24361,-121.924446,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA20CA088,AccidentReport,2019-10-27,Daytona Beach,Florida,United States,29.080278,-81.046669,,2,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA052,AccidentReport,2019-10-28,Alexandria,Louisiana,United States,31.238332,-92.437774,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA055,AccidentReport,2019-10-28,Augusta,Georgia,United States,33.466667,-82.039443,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
ERA20FA020,AccidentReport,2019-10-29,Colonia,New Jersey,United States,40.590158,-74.310767,1,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA082,AccidentReport,2019-10-29,Albuquerque,New Mexico,United States,35.145278,-106.79528,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
